
 ==============================
 S N O P T  7.7.1    (Nov 2018)
 ==============================
 
 SNMEMB EXIT 100 -- finished successfully
 SNMEMB INFO 104 -- memory requirements estimated
 
 

 Nonlinear constraints       1     Linear constraints     604
 Nonlinear variables       444     Linear variables         0
 Jacobian  variables       444     Objective variables    444
 Total constraints         605     Total variables        444
 

 
 The user has defined     444   out of     444   constraint gradients.
 The user has defined     444   out of     444   objective  gradients.
 

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   529     16  1.0E+00    555  1.6E-04  3.3E-02  1.6798889E+00    313 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   530     19  1.1E-01    556  1.9E-04  1.1E-02  1.6798879E+00    308 2.2E+02
   531      9  4.2E-01    557  1.8E-04  1.2E-02  1.6798601E+00    306 2.2E+02
   532     17  1.0E+00    558  9.6E-05  2.3E-02  1.6797479E+00    304 2.2E+02
   533     17  3.5E-03    559  9.6E-05  1.6E-02  1.6797422E+00    307 2.2E+02
   534      9  4.6E-01    560  1.2E-04  1.3E-02  1.6796562E+00    309 2.2E+02
   535      7  1.0E+00    561  7.1E-05  7.8E-03  1.6794753E+00    309 2.2E+02
   536      8  1.0E+00    562  5.5E-05  6.8E-03  1.6792916E+00    308 2.2E+02
   537     16  1.0E+00    563  1.2E-05  4.3E-03  1.6790627E+00    299 2.2E+02
   538     18  1.0E+00    564  1.1E-04  2.1E-02  1.6788437E+00    304 2.2E+02
   539     18  3.8E-02    565  1.1E-04  1.1E-02  1.6787905E+00    310 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   540     20  2.3E-02    566  1.1E-04  1.2E-02  1.6787302E+00    303 2.2E+02
   541     14  3.2E-01    567  8.2E-05  1.1E-02  1.6785574E+00    310 2.2E+02
   542     11  1.0E+00    568  1.3E-04  1.4E-02  1.6780697E+00    310 2.2E+02
   543      8  4.3E-01    569  1.7E-04  1.3E-02  1.6780062E+00    303 2.2E+02
   544      4  4.0E-01    570  1.8E-04  6.4E-03  1.6778776E+00    306 2.2E+02
   545     14  3.3E-01    571  1.3E-04  6.9E-03  1.6777938E+00    307 2.2E+02
   546     16  1.0E+00    572  1.0E-04  2.9E-02  1.6776830E+00    306 2.2E+02
   547     20  1.7E-02    573  1.1E-04  2.3E-02  1.6776451E+00    315 2.2E+02
   548     28  1.0E+00    574  2.1E-04  2.3E-02  1.6774608E+00    312 2.2E+02
   549     25  3.0E-02    575  2.1E-04  1.1E-02  1.6773691E+00    312 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   550     21  1.0E+00    576  3.0E-05  5.8E-03  1.6769972E+00    300 2.2E+02
   551     15  2.4E-01    577  2.6E-05  6.5E-03  1.6768333E+00    294 2.2E+02
   552     20  3.0E-01    578  3.0E-05  6.8E-03  1.6766246E+00    305 2.2E+02
   553      9  1.0E+00    579  1.2E-04  4.4E-02  1.6765970E+00    301 2.2E+02
   554     29  3.3E-01    580  2.2E-04  4.0E-02  1.6764780E+00    313 2.2E+02
   555     15  4.7E-01    581  3.1E-04  4.8E-03  1.6761890E+00    309 2.2E+02
   556     17  1.0E+00    582  2.5E-05  9.0E-03  1.6758052E+00    309 2.2E+02
   557     16  1.0E+00    583  1.7E-04  4.3E-02  1.6755870E+00    306 2.2E+02
   558     22  1.0E+00    584  6.1E-04  2.9E-02  1.6754859E+00    309 2.2E+02
   559     10  1.0E+00    585  3.2E-04  8.1E-03  1.6753951E+00    304 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   560     15  1.0E+00    586  4.8E-05  9.1E-03  1.6749392E+00    301 2.2E+02
   561     12  1.0E+00    587  6.3E-05  5.9E-02  1.6745000E+00    304 2.2E+02   R
   562      9  1.0E+00    588  1.5E-04  1.1E-02  1.6742943E+00    302 2.2E+02 s
   563     11  1.0E+00    589  4.7E-06  9.9E-03  1.6741656E+00    296 2.2E+02
   564      8  1.0E+00    590  4.5E-05  9.0E-02  1.6740512E+00    293 2.2E+02
   565     11  3.9E-01    591  8.9E-05  1.7E-01  1.6739698E+00    299 2.2E+02
   566      9  1.0E+00    592  2.2E-04  8.8E-03  1.6739464E+00    295 2.2E+02
   567      7  1.0E+00    593  4.8E-06  8.0E-03  1.6737708E+00    293 2.2E+02
   568     14  1.0E+00    594  1.2E-05  7.4E-03  1.6735636E+00    298 2.2E+02
   569      8  1.0E+00    595  3.3E-05  1.1E-01  1.6734617E+00    295 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   570     12  1.0E+00    596  7.3E-05  1.5E-01  1.6733649E+00    296 2.2E+02
   571      6  1.0E+00    597  9.0E-05  4.9E-03  1.6732237E+00    293 2.2E+02
   572     11  1.0E+00    598  6.3E-06  4.7E-03  1.6731396E+00    293 2.2E+02
   573     17  1.0E+00    599  4.9E-05  5.1E-03  1.6729253E+00    297 2.2E+02
   574     11  1.0E+00    600  1.3E-05  2.4E-02  1.6728285E+00    295 2.2E+02
   575     14  1.0E+00    601  9.2E-06  2.4E-02  1.6726660E+00    300 2.2E+02
   576      5  8.9E-02    602  9.0E-06  2.1E-02  1.6726384E+00    300 2.2E+02
   577      8  1.0E+00    603  7.4E-05  1.6E-02  1.6725566E+00    299 2.2E+02
   578     16  1.0E+00    604  2.3E-04  3.3E-02  1.6724858E+00    300 2.2E+02
   579     10  5.0E-01    605  2.3E-04  4.9E-03  1.6723384E+00    301 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   580     14  1.0E+00    606  9.3E-06  9.6E-03  1.6722159E+00    298 2.2E+02
   581     13  1.0E+00    607  1.4E-05  9.3E-03  1.6720934E+00    290 2.2E+02
   582     12  1.0E+00    608  7.8E-05  2.8E-02  1.6720423E+00    297 2.2E+02
   583     17  3.0E-01    609  1.0E-04  2.1E-02  1.6719909E+00    301 2.2E+02
   584      9  1.0E+00    610  7.9E-05  1.3E-02  1.6718222E+00    299 2.2E+02
   585     21  1.0E+00    611  4.5E-06  1.6E-02  1.6716832E+00    297 2.2E+02
   586     10  1.0E+00    612  1.6E-05  2.2E-02  1.6714500E+00    294 2.2E+02
   587     12  1.0E+00    613  3.1E-05  4.1E-02  1.6712491E+00    297 2.2E+02
   588     16  1.0E+00    614  6.3E-05  4.6E-02  1.6710660E+00    300 2.2E+02
   589     16  1.0E+00    615  5.0E-05  1.0E-02  1.6707898E+00    307 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   590     12  1.0E+00    616  1.6E-05  6.1E-03  1.6705639E+00    300 2.2E+02
   591      8  2.4E-01    617  1.4E-05  5.0E-03  1.6704365E+00    299 2.2E+02
   592      7  2.2E-01    618  1.4E-05  5.2E-03  1.6703169E+00    301 2.2E+02
   593      8  3.1E-01    619  1.5E-05  1.2E-02  1.6702075E+00    298 2.2E+02
   594      6  1.0E+00    620  4.8E-05  2.5E-02  1.6699615E+00    295 2.2E+02
   595     24  4.5E-03    621  4.8E-05  2.4E-02  1.6699566E+00    306 2.2E+02
   596     14  1.0E+00    622  8.1E-05  7.8E-03  1.6697601E+00    301 2.2E+02
   597     24  1.0E+00    623  1.0E-05  1.6E-02  1.6696049E+00    310 2.2E+02
   598     13  1.0E+00    624  1.0E-04  8.2E-03  1.6695279E+00    303 2.2E+02
   599      7  1.0E+00    625  2.4E-05  6.2E-03  1.6693209E+00    297 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   600     22  1.0E+00    626  8.6E-06  5.3E-03  1.6691720E+00    301 2.2E+02
   601     18  1.0E+00    627  4.3E-05  1.9E-02  1.6690976E+00    299 2.2E+02
   602     10  1.0E+00    628  1.6E-05  6.3E-03  1.6689906E+00    304 2.2E+02   R
   603     16  1.0E+00    629  3.6E-06  5.2E-03  1.6689415E+00    291 2.2E+02 s
   604     16  1.0E+00    630  1.2E-05  5.6E-03  1.6688509E+00    288 2.2E+02
   605     23  1.0E+00    631  1.4E-05  6.0E-03  1.6687618E+00    290 2.2E+02
   606     23  2.4E-01    632  2.7E-05  2.3E-02  1.6686861E+00    297 2.2E+02
   607     12  1.0E+00    633  1.5E-05  2.7E-03  1.6685772E+00    290 2.2E+02
   608     11  6.6E-02    634  1.4E-05  2.7E-03  1.6685590E+00    296 2.2E+02
   609     19  1.0E+00    635  1.4E-05  6.4E-03  1.6684351E+00    294 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   610     13  1.0E+00    636  1.5E-05  9.0E-03  1.6683086E+00    289 2.2E+02
   611     14  1.0E+00    637  1.8E-05  3.4E-03  1.6681795E+00    292 2.2E+02
   612     16  1.0E+00    638  4.2E-05  1.5E-02  1.6680996E+00    289 2.2E+02
   613     31  2.3E-01    639  6.8E-05  1.3E-02  1.6680818E+00    293 2.2E+02
   614     13  1.0E+00    640  4.6E-05  4.1E-03  1.6679562E+00    285 2.2E+02
   615     10  1.0E+00    641  3.0E-05  4.3E-03  1.6678748E+00    286 2.2E+02
   616     11  1.0E+00    642  1.1E-05  6.7E-03  1.6677560E+00    280 2.2E+02
   617     14  1.0E+00    643  5.0E-06  5.7E-03  1.6676356E+00    281 2.2E+02
   618     11  1.0E+00    644  1.9E-05  1.0E-02  1.6674400E+00    279 2.2E+02
   619     15  2.5E-01    645  1.6E-05  8.3E-03  1.6673858E+00    285 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   620     17  1.0E-01    646  1.6E-05  6.7E-03  1.6673540E+00    283 2.2E+02
   621     14  4.4E-01    647  3.6E-05  3.9E-03  1.6672098E+00    284 2.2E+02
   622     16  1.0E+00    648  4.3E-05  1.0E-02  1.6671656E+00    287 2.2E+02
   623     18  1.0E+00    649  1.4E-04  5.3E-03  1.6671606E+00    282 2.2E+02
   624     13  1.0E+00    650  2.6E-05  2.9E-03  1.6670941E+00    282 2.2E+02
   625     16  1.0E+00    651  3.5E-06  2.0E-03  1.6670404E+00    279 2.2E+02
   626     10  1.0E+00    652  3.5E-06  2.1E-03  1.6669853E+00    280 2.2E+02
   627     11  4.7E-01    653  5.3E-06  2.9E-03  1.6669301E+00    278 2.2E+02
   628     16  1.0E+00    654  9.4E-06  4.2E-03  1.6668307E+00    281 2.2E+02
   629     15  2.9E-01    655  8.7E-06  3.4E-03  1.6667964E+00    282 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   630     10  1.5E-01    656  7.6E-06  3.3E-03  1.6667780E+00    279 2.2E+02
   631      8  1.7E-01    657  6.7E-06  2.6E-03  1.6667536E+00    280 2.2E+02
   632     10  1.0E+00    658  1.9E-05  1.2E-02  1.6666999E+00    281 2.2E+02
   633     18  5.6E-02    659  2.0E-05  5.8E-03  1.6666776E+00    282 2.2E+02
   634      6  1.0E+00    660  1.1E-05  3.2E-03  1.6666360E+00    277 2.2E+02
   635      8  1.0E+00    661  2.5E-06  3.9E-03  1.6665863E+00    280 2.2E+02
   636     10  1.0E+00    662  5.3E-06  3.9E-03  1.6665284E+00    275 2.2E+02
   637     11  1.0E+00    663  1.2E-05  2.4E-03  1.6664968E+00    275 2.2E+02
   638     13  1.0E+00    664  5.9E-06  2.8E-03  1.6664470E+00    271 2.2E+02
   639      7  1.0E+00    665  3.1E-06  2.5E-03  1.6663914E+00    275 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   640      7  1.0E+00    666  5.0E-06  1.4E-03  1.6663511E+00    269 2.2E+02
   641     11  1.0E+00    667  1.2E-06  3.5E-03  1.6663022E+00    271 2.2E+02
   642     10  1.0E+00    668  7.5E-06  8.6E-03  1.6662329E+00    274 2.2E+02
   643     12  1.0E+00    669  6.7E-06  3.3E-03  1.6661743E+00    279 2.2E+02   R
   644      8  1.0E+00    670  4.3E-06  3.1E-03  1.6661591E+00    272 2.2E+02 s
   645      9  1.0E+00    671  3.4E-06  2.9E-03  1.6661391E+00    270 2.2E+02
   646      6  1.0E+00    672  5.8E-06  2.6E-03  1.6661276E+00    269 2.2E+02
   647      6  1.0E+00    673  2.7E-06  2.6E-03  1.6660974E+00    266 2.2E+02
   648      8  1.0E+00    674  3.0E-06  2.0E-03  1.6660670E+00    267 2.2E+02
   649      7  1.0E+00    675  2.9E-06  3.2E-03  1.6660472E+00    267 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   650     14  1.0E+00    676  2.8E-06  2.9E-03  1.6660251E+00    274 2.2E+02
   651      9  1.0E+00    677  1.1E-05  2.3E-03  1.6659960E+00    270 2.2E+02
   652     12  1.0E+00    678  3.7E-06  2.5E-03  1.6659603E+00    273 2.2E+02
   653      9  1.0E+00    679  3.3E-06  1.7E-03  1.6659157E+00    269 2.2E+02
   654      8  1.0E+00    680  3.4E-06  3.0E-03  1.6658647E+00    272 2.2E+02
   655      9  1.0E+00    681  6.9E-06  4.2E-03  1.6658163E+00    272 2.2E+02
   656     11  1.0E+00    682  5.0E-06  2.0E-03  1.6657677E+00    270 2.2E+02
   657      5  1.0E+00    683  1.6E-05  3.8E-03  1.6657338E+00    270 2.2E+02
   658     11  1.0E+00    684  5.2E-06  4.6E-03  1.6656878E+00    272 2.2E+02
   659     12  1.0E+00    685  5.6E-06  6.5E-03  1.6656056E+00    271 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   660     14  1.0E+00    686  1.0E-05  1.2E-02  1.6654799E+00    270 2.2E+02
   661      9  1.0E+00    687  9.5E-06  1.6E-02  1.6653380E+00    270 2.2E+02
   662     10  1.0E+00    688  1.1E-05  1.6E-02  1.6652155E+00    273 2.2E+02
   663     17  1.0E+00    689  1.2E-05  1.9E-02  1.6650729E+00    277 2.2E+02
   664     15  1.0E+00    690  1.7E-05  1.3E-02  1.6649581E+00    281 2.2E+02
   665     13  3.6E-04    691  1.7E-05  1.3E-02  1.6649580E+00    277 2.2E+02
   666     28  2.6E-01    692  1.8E-05  1.8E-02  1.6648583E+00    274 2.2E+02
   667     16  1.1E-01    693  2.5E-05  1.1E-02  1.6647867E+00    273 2.2E+02
   668     12  1.9E-01    694  2.2E-05  2.0E-02  1.6647375E+00    282 2.2E+02
   669     17  4.2E-01    695  3.1E-05  8.0E-03  1.6646658E+00    278 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   670     13  9.6E-02    696  2.8E-05  7.8E-03  1.6646429E+00    280 2.2E+02
   671     13  1.0E+00    697  4.2E-05  1.3E-01  1.6645638E+00    278 2.2E+02
   672     19  1.0E+00    698  9.9E-05  1.6E-02  1.6645052E+00    280 2.2E+02
   673     16  1.0E+00    699  3.0E-05  4.4E-03  1.6644090E+00    275 2.2E+02
   674     16  1.0E+00    700  5.2E-06  5.4E-03  1.6643403E+00    268 2.2E+02
   675     10  1.0E+00    701  1.0E-05  4.6E-02  1.6642643E+00    269 2.2E+02
   676     11  1.0E+00    702  3.6E-06  1.7E-02  1.6641864E+00    271 2.2E+02
   677     16  1.0E+00    703  2.1E-05  6.4E-03  1.6640956E+00    276 2.2E+02
   678     10  1.0E+00    704  1.6E-05  3.8E-03  1.6640227E+00    277 2.2E+02
   679     13  1.0E+00    705  9.1E-06  3.5E-03  1.6639487E+00    276 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   680     19  1.0E+00    706  2.6E-05  5.9E-02  1.6639241E+00    272 2.2E+02
   681     24  4.1E-01    707  6.3E-05  1.3E-01  1.6638860E+00    281 2.2E+02
   682     11  3.8E-01    708  8.7E-05  3.1E-03  1.6638619E+00    281 2.2E+02
   683     17  1.0E+00    709  9.9E-06  3.0E-03  1.6637895E+00    273 2.2E+02
   684     13  1.0E+00    710  9.1E-06  4.4E-02  1.6637008E+00    281 2.2E+02   R
   685     13  1.0E+00    711  4.2E-06  3.4E-03  1.6636570E+00    273 2.2E+02 s
   686     10  1.0E+00    712  4.5E-06  3.5E-03  1.6636009E+00    272 2.2E+02
   687      8  4.9E-01    713  6.5E-06  3.7E-03  1.6635578E+00    273 2.2E+02
   688     10  1.0E+00    714  1.0E-05  3.8E-03  1.6635102E+00    268 2.2E+02
   689      8  1.0E+00    715  4.5E-06  3.4E-03  1.6634720E+00    267 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   690      7  1.0E+00    716  6.0E-06  1.4E-02  1.6634418E+00    264 2.2E+02
   691      2  1.0E+00    717  2.3E-06  2.0E-02  1.6634184E+00    263 2.2E+02
   692      2  1.0E+00    718  2.1E-06  3.3E-03  1.6633968E+00    264 2.2E+02
   693      6  1.0E+00    719  4.0E-06  3.9E-03  1.6633808E+00    265 2.2E+02
   694      4  1.0E+00    720  2.3E-06  2.5E-03  1.6633609E+00    264 2.2E+02
   695      5  1.0E+00    721 (9.3E-07) 2.1E-03  1.6633350E+00    264 2.2E+02
   696      4  1.0E+00    722  2.0E-06  1.7E-03  1.6633049E+00    263 2.2E+02
   697      4  1.0E+00    723  2.9E-06  1.5E-03  1.6632830E+00    264 2.2E+02
   698      3  1.0E+00    724  3.2E-06  1.4E-03  1.6632661E+00    264 2.2E+02
   699      4  1.0E+00    725  1.7E-06  9.9E-04  1.6632476E+00    263 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   700      3  1.0E+00    726  2.3E-06  1.1E-03  1.6632317E+00    263 2.2E+02
   701      5  1.0E+00    727 (6.4E-07) 1.2E-03  1.6632183E+00    263 2.2E+02
   702      3  1.0E+00    728 (1.0E-06) 7.8E-04  1.6632018E+00    263 2.2E+02
   703      4  1.0E+00    729  1.1E-06  6.5E-04  1.6631903E+00    266 2.2E+02
   704      6  1.0E+00    730  2.4E-06  9.8E-04  1.6631839E+00    265 2.2E+02
   705      2  1.0E+00    731  1.1E-06  7.5E-04  1.6631746E+00    264 2.2E+02
   706      3  1.0E+00    732  1.6E-06  8.2E-04  1.6631642E+00    262 2.2E+02
   707      3  1.0E+00    733  1.8E-06  2.0E-03  1.6631573E+00    260 2.2E+02
   708      2  1.0E+00    734  1.2E-06  1.1E-03  1.6631450E+00    259 2.2E+02
   709      5  1.0E+00    735  1.0E-06  1.7E-03  1.6631269E+00    263 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   710      4  1.0E+00    736 (5.0E-07) 2.1E-03  1.6631004E+00    260 2.2E+02
   711      4  1.0E+00    737 (2.2E-07) 2.1E-03  1.6630724E+00    261 2.2E+02
   712      6  1.0E+00    738 (9.2E-07) 1.6E-03  1.6630544E+00    264 2.2E+02
   713      3  1.0E+00    739  5.4E-06  4.1E-03  1.6630421E+00    262 2.2E+02
   714      3  1.0E+00    740  3.2E-06  1.6E-03  1.6630265E+00    260 2.2E+02
   715      8  1.0E+00    741  2.1E-06  1.7E-03  1.6629941E+00    259 2.2E+02
   716      2  1.0E+00    742  2.6E-06  1.7E-03  1.6629487E+00    258 2.2E+02
   717      4  1.0E+00    743  3.5E-06  1.4E-03  1.6629082E+00    259 2.2E+02
   718      9  1.0E+00    744  2.5E-06  1.7E-03  1.6628851E+00    261 2.2E+02
   719      4  1.0E+00    745  3.7E-06  2.9E-03  1.6628704E+00    260 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   720      6  1.0E+00    746  3.4E-06  4.2E-03  1.6628615E+00    261 2.2E+02
   721      3  1.0E+00    747  2.1E-06  1.6E-03  1.6628462E+00    261 2.2E+02
   722      3  1.0E+00    748 (3.0E-07) 1.3E-03  1.6628342E+00    259 2.2E+02
   723      2  1.0E+00    749 (1.1E-07) 1.3E-03  1.6628230E+00    258 2.2E+02
   724      1  1.0E+00    750 (7.0E-07) 1.4E-03  1.6628186E+00    258 2.2E+02
   725      1  1.0E+00    751 (8.1E-07) 1.4E-03  1.6628159E+00    258 2.2E+02   R
   726      3  1.0E+00    752 (1.9E-07) 1.3E-03  1.6628131E+00    256 2.2E+02 s
   727      3  1.0E+00    753  1.4E-06  1.3E-03  1.6628088E+00    256 2.2E+02
   728      2  1.0E+00    754  1.3E-06  1.4E-03  1.6628034E+00    255 2.2E+02
   729      2  1.0E+00    755  1.3E-06  1.4E-03  1.6628000E+00    254 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   730      2  1.0E+00    756  1.0E-06  1.4E-03  1.6627926E+00    253 2.2E+02
   731      2  1.0E+00    757  1.9E-06  1.4E-03  1.6627874E+00    252 2.2E+02
   732      5  1.0E+00    758  1.1E-06  7.5E-04  1.6627795E+00    254 2.2E+02
   733      2  1.0E+00    759  2.4E-06  1.7E-03  1.6627776E+00    253 2.2E+02
   734      3  1.0E+00    760  1.1E-06  8.8E-04  1.6627706E+00    253 2.2E+02
   735      1  1.0E+00    761  1.4E-06  8.0E-04  1.6627660E+00    253 2.2E+02
   736      3  1.0E+00    762 (6.2E-07) 8.1E-04  1.6627574E+00    253 2.2E+02
   737      3  1.0E+00    763  2.0E-06  1.3E-03  1.6627449E+00    253 2.2E+02
   738      3  1.0E+00    764  2.1E-06  1.2E-03  1.6627359E+00    253 2.2E+02
   739      5  1.0E+00    765  1.9E-06  1.1E-03  1.6627180E+00    255 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   740      5  1.0E+00    766  2.4E-06  1.3E-03  1.6627022E+00    253 2.2E+02
   741      6  1.0E+00    767  2.5E-06  1.4E-03  1.6626877E+00    254 2.2E+02
   742      2  1.0E+00    768  2.2E-06  1.1E-03  1.6626717E+00    255 2.2E+02
   743      3  1.0E+00    769  3.3E-06  1.0E-03  1.6626607E+00    255 2.2E+02
   744      2  1.0E+00    770  2.7E-06  1.9E-03  1.6626509E+00    254 2.2E+02
   745      3  1.0E+00    771  2.2E-06  8.9E-04  1.6626382E+00    254 2.2E+02
   746      6  1.0E+00    772  1.7E-06  1.6E-03  1.6626230E+00    253 2.2E+02
   747      2  1.0E+00    773  2.9E-06  1.7E-03  1.6626026E+00    254 2.2E+02
   748      3  1.0E+00    774  3.5E-06  2.4E-03  1.6625835E+00    252 2.2E+02
   749      5  1.0E+00    775  2.6E-06  3.9E-03  1.6625536E+00    254 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   750      4  1.0E+00    776  3.7E-06  3.1E-03  1.6625311E+00    253 2.2E+02
   751      4  1.0E+00    777  8.3E-06  3.7E-03  1.6625155E+00    252 2.2E+02
   752      9  1.0E+00    778  5.6E-06  3.4E-03  1.6624745E+00    260 2.2E+02
   753      9  1.0E+00    779  1.0E-05  2.9E-03  1.6624338E+00    254 2.2E+02
   754      8  1.0E+00    780  7.2E-06  1.8E-03  1.6623903E+00    255 2.2E+02
   755      9  1.0E+00    781  1.3E-05  1.9E-03  1.6623628E+00    259 2.2E+02
   756      4  1.0E+00    782  2.1E-05  2.6E-03  1.6623594E+00    260 2.2E+02
   757      2  1.0E+00    783  8.3E-06  1.9E-03  1.6623308E+00    259 2.2E+02
   758      5  1.0E+00    784  4.5E-06  1.3E-03  1.6623120E+00    259 2.2E+02
   759      3  4.0E-01    785  3.8E-06  1.2E-03  1.6623025E+00    257 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   760      3  1.0E+00    786  5.2E-06  2.4E-03  1.6623022E+00    259 2.2E+02
   761      4  1.0E+00    787  7.5E-06  1.4E-03  1.6622976E+00    258 2.2E+02
   762      3  1.0E+00    788  7.0E-06  1.2E-03  1.6622910E+00    256 2.2E+02
   763      2  1.0E+00    789  3.6E-06  1.3E-03  1.6622797E+00    257 2.2E+02
   764      3  1.0E+00    790  3.8E-06  1.4E-03  1.6622752E+00    255 2.2E+02
   765      2  1.0E+00    791  2.2E-06  9.5E-04  1.6622668E+00    254 2.2E+02
   766      2  1.0E+00    792  1.7E-06  8.1E-04  1.6622629E+00    253 2.2E+02   R
   767      1  1.0E+00    793  2.1E-06  1.1E-03  1.6622614E+00    253 2.2E+02 s
   768      2  1.0E+00    794 (3.3E-07) 7.2E-04  1.6622576E+00    254 2.2E+02
   769      3  1.0E+00    795 (9.5E-08) 6.8E-04  1.6622559E+00    252 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   770      3  1.0E+00    796 (2.8E-07) 6.3E-04  1.6622512E+00    252 2.2E+02
   771      3  1.0E+00    797 (4.6E-07) 9.6E-04  1.6622450E+00    252 2.2E+02
   772      2  1.0E+00    798 (5.7E-07) 5.5E-04  1.6622376E+00    251 2.2E+02
   773      1  1.0E+00    799 (5.2E-07) 5.8E-04  1.6622337E+00    251 2.2E+02
   774      2  1.0E+00    800 (1.1E-07) 6.1E-04  1.6622308E+00    250 2.2E+02
   775      2  1.0E+00    801 (3.4E-07) 6.3E-04  1.6622256E+00    251 2.2E+02
   776      3  1.0E+00    802 (2.7E-07) 6.6E-04  1.6622212E+00    251 2.2E+02
   777      1  1.0E+00    803 (1.4E-07) 8.4E-04  1.6622182E+00    251 2.2E+02
   778      1  1.0E+00    804 (2.1E-07) 6.6E-04  1.6622153E+00    251 2.2E+02
   779      1  1.0E+00    805 (1.5E-07) 6.5E-04  1.6622129E+00    251 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   780      1  1.0E+00    806 (1.6E-07) 6.4E-04  1.6622105E+00    251 2.2E+02
   781      1  1.0E+00    807 (1.1E-07) 6.3E-04  1.6622072E+00    251 2.2E+02
   782      3  1.0E+00    808 (4.4E-07) 6.1E-04  1.6622031E+00    251 2.2E+02
   783      1  1.0E+00    809 (1.3E-07) 5.9E-04  1.6622003E+00    251 2.2E+02
   784      2  1.0E+00    810 (3.2E-07) 2.6E-03  1.6621957E+00    250 2.2E+02
   785      3  1.0E+00    811 (3.3E-07) 6.3E-04  1.6621909E+00    252 2.2E+02
   786      3  1.0E+00    812 (3.9E-07) 1.0E-03  1.6621854E+00    252 2.2E+02
   787      3  1.0E+00    813 (3.7E-07) 1.5E-03  1.6621788E+00    250 2.2E+02
   788      1  1.0E+00    814 (5.0E-07) 2.1E-03  1.6621690E+00    250 2.2E+02
   789      5  1.0E+00    815  1.0E-06  2.5E-03  1.6621595E+00    252 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   790      6  3.5E-01    816  1.8E-06  2.4E-03  1.6621568E+00    253 2.2E+02
   791      5  1.0E+00    817 (3.9E-07) 2.2E-03  1.6621490E+00    251 2.2E+02
   792      3  1.0E+00    818 (9.7E-07) 2.0E-03  1.6621387E+00    253 2.2E+02
   793      4  1.0E+00    819 (8.0E-07) 1.6E-03  1.6621315E+00    254 2.2E+02
   794      2  1.0E+00    820 (4.2E-07) 1.5E-03  1.6621244E+00    253 2.2E+02
   795      3  1.0E+00    821 (5.5E-07) 1.2E-03  1.6621173E+00    255 2.2E+02
   796      2  1.0E+00    822 (4.9E-07) 9.6E-04  1.6621101E+00    254 2.2E+02
   797      1  1.0E+00    823 (5.3E-07) 8.6E-04  1.6621012E+00    254 2.2E+02
   798      1  1.0E+00    824 (8.2E-07) 7.9E-04  1.6620913E+00    254 2.2E+02
   799      5  1.0E+00    825 (6.9E-07) 3.9E-03  1.6620839E+00    255 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   800      4  1.0E+00    826 (8.9E-07) 6.9E-04  1.6620773E+00    256 2.2E+02
   801      6  1.0E+00    827 (4.0E-07) 6.3E-04  1.6620713E+00    252 2.2E+02
